source,target,weight_1,weight_2
2139,527,5,9
3140,3140,1,9
553,2053,8,10
3406,3406,4,4
4400,3921,8,5
951,4947,6,8
2017,243,7,8
1540,1540,9,10
2165,2165,1,6
211,3330,5,2
2971,2971,2,5
2447,4155,1,8
14,14,8,1
3239,3239,3,3
1019,1611,10,5
2139,2139,8,5
17,1395,2,10
4407,4407,10,2
3379,3311,6,1
2816,1942,6,9
4293,4293,4,4
2415,1144,5,1
2958,1069,4,1
2971,2970,3,5
1751,1997,9,6
2643,4440,9,4
1677,1062,2,9
1049,3656,4,6
3027,2013,5,8
710,710,3,1
4697,4697,9,1
4492,4492,5,2
620,620,1,1
4657,3710,7,2
791,67,7,1
2431,106,7,6
2652,2992,7,7
3204,1724,8,7
3484,4320,4,10
868,3608,8,1
3555,3555,4,2
2161,2249,6,5
543,543,7,3
2783,3370,3,7
1049,1049,10,8
706,706,7,4
3411,4908,8,9
706,2774,5,6
1672,1455,9,7
3505,3505,2,8
4418,2480,9,5
3697,4421,2,10
3930,2671,3,5
3049,863,7,1
1520,2998,1,10
4413,2459,5,5
389,2142,8,6
2415,1686,8,6
2529,2529,9,9
1491,944,3,5
1416,4008,8,8
4727,3393,2,8
4373,4373,9,2
2958,4486,3,1
331,2409,9,1
4901,4901,9,9
2958,2348,2,5
3677,3677,7,6
4216,4216,9,2
3406,4456,1,6
535,1456,3,4
2139,4182,4,4
4642,1018,6,6
2831,3664,1,5
4715,2042,3,10
3477,3547,1,10
4460,3858,5,5
4113,4113,10,2
2326,2146,5,10
2291,2291,1,1
424,3695,5,10
906,906,4,3
718,2065,5,3
1559,1559,10,8
2447,3738,10,4
331,2938,4,4
1049,2755,1,5
4924,1761,7,9
4406,321,4,2
1029,1029,6,9
1177,1177,10,1
1837,942,8,9
4523,266,8,2
3379,915,9,1
4017,4362,3,4
3240,2890,8,9
2092,2657,1,10
4342,3914,10,7
1232,1232,1,5
3819,499,5,1
4489,1453,10,9
2579,2579,1,7
750,1904,7,5
891,891,3,9
1700,4250,10,6
848,848,3,9
2120,3166,7,9
3506,15,7,5
2639,2639,7,3
981,348,4,7
1553,2484,10,10
1049,2187,8,10
4059,604,3,8
2985,3598,9,2
326,3231,10,4
1643,1643,4,7
3274,3274,2,7
4407,3156,10,7
2162,2162,5,6
1290,1290,4,10
2183,4957,9,10
838,838,1,1
1922,1922,4,7
4642,1622,1,9
1457,1457,10,9
3789,2661,3,7
266,266,9,7
1559,4890,10,4
4575,1276,3,10
1233,1233,10,1
1605,2460,5,4
1520,2373,8,4
2139,1458,10,1
3220,2355,10,2
377,4766,6,4
1553,1172,1,5
3555,775,5,7
4266,3847,2,1
1049,4647,10,4
4225,3996,1,7
3254,277,8,4
3533,3533,2,10
905,905,7,3
4968,4968,7,3
4297,1256,2,6
1283,1283,10,10
2903,141,4,3
4108,4985,2,10
824,903,5,8
4707,3248,6,7
4851,4046,2,3
4335,4496,5,10
3091,4253,1,3
1049,1049,6,4
578,578,10,6
67,67,5,3
1335,1335,5,10
3555,2820,10,1
2230,4544,1,4
4133,799,5,4
264,264,8,6
4901,4566,2,2
3432,1084,4,1
548,1967,4,5
3505,3505,1,10
3555,3307,10,6
3040,520,5,9
3322,1386,7,1
2707,2662,2,8
2139,2139,10,8
3151,4116,7,8
98,1789,5,6
1864,1864,6,9
4841,3913,4,1
2011,2011,8,5
801,3002,1,6
952,4159,2,9
3438,3438,6,4
2872,2872,1,3
4617,1663,9,10
4697,2962,7,4
4707,642,10,7
1031,1031,3,9
3579,3579,5,3
950,950,5,4
3481,3481,9,8
3845,3845,9,8
4984,1482,8,3
2221,2871,5,3
329,4490,3,8
905,905,6,5
4642,4642,9,4
4448,3756,6,3
738,738,5,7
1807,4994,10,10
3140,3140,5,9
197,197,3,2
4755,2531,3,5
1925,2321,8,5
1049,4772,10,7
4707,4249,6,9
4527,4527,4,10
4431,210,4,7
4357,4357,6,8
4990,4990,10,5
120,3003,1,6
4456,4770,5,10
4407,4645,5,10
3279,3279,2,4
4273,4273,2,5
548,548,4,8
2937,2937,3,1
690,1348,5,1
4042,573,2,1
272,272,1,2
4688,4818,6,4
4042,1949,6,8
2986,2986,8,7
497,4720,10,8
2728,2728,1,9
2289,3131,5,10
1605,741,4,6
699,2333,4,5
1535,1564,8,4
4271,1858,7,3
3453,4742,2,9
186,2861,6,7
2139,940,6,1
1409,1293,1,6
1685,1685,5,6
2939,3594,1,5
4053,417,7,6
3074,3859,8,3
3253,3253,6,2
764,3946,4,5
4697,575,1,6
4592,786,9,3
389,2149,9,9
4802,3888,3,5
1084,2751,1,5
620,4651,10,8
4642,3126,9,9
20,539,5,8
1409,2936,7,4
3784,2115,1,7
3880,3880,6,7
2702,4191,3,2
2875,2875,10,10
4276,4276,3,2
1049,1049,2,9
1226,2554,6,7
2171,2434,1,6
3912,805,8,7
2,2,10,9
3406,3406,1,9
4225,4225,10,8
3693,1235,8,1
2279,3102,3,3
4707,4707,3,3
3998,1849,6,7
2409,4779,8,7
3555,3555,6,1
2965,932,2,2
4653,2749,5,9
3074,137,1,5
2816,1822,4,10
242,242,7,4
1366,1024,3,10
2831,2831,5,4
2817,2070,8,8
2559,3690,4,5
4075,4075,10,4
735,285,1,7
4744,180,4,7
3074,2254,10,8
4869,3537,9,5
1487,4262,5,7
4414,4414,10,9
2985,1227,8,8
3453,1900,10,6
620,3478,4,8
4589,636,6,1
866,1668,8,8
1652,2613,4,8
4414,4414,1,10
678,95,10,6
1560,1560,7,2
3453,3178,2,1
2289,2879,2,5
4216,4216,3,3
4597,2237,2,7
779,1793,7,4
2380,2568,9,9
548,1352,8,4
2387,323,3,1
511,511,4,1
1839,1839,10,2
2643,3313,5,8
847,311,8,5
3134,2043,5,5
4757,537,7,2
4979,4280,5,1
3546,3591,1,2
1708,3916,8,8
2499,2277,3,2
2315,1117,6,1
4506,4506,8,6
621,2034,1,2
2182,2182,9,9
1049,1049,9,9
4990,4990,5,3
1130,4961,1,2
389,746,9,4
2801,345,5,6
4121,4114,5,1
1894,1894,5,4
3253,3253,9,5
54,2008,2,8
722,4484,5,2
3371,655,10,9
4742,2410,1,5
3453,2217,3,4
4271,4071,7,7
2525,2547,2,3
2559,4002,2,3
3789,3174,5,2
4941,4850,2,10
2293,3455,9,3
186,1136,10,1
302,1631,8,6
992,1334,3,3
968,3317,5,2
4016,445,2,1
3789,4079,1,3
868,4204,7,9
2421,2918,6,5
1553,2073,9,3
1704,4497,4,6
724,1948,7,1
4707,3647,3,8
3718,4813,2,3
1553,1543,9,9
1871,1570,5,10
1797,1797,7,4
4707,4707,3,3
2139,2925,5,1
3998,1861,9,2
1009,3661,3,9
1685,821,5,8
1006,105,4,6
4964,4964,7,7
4314,603,4,5
1049,2977,2,10
4039,1784,10,6
4553,3213,5,1
2525,2525,9,2
4981,4981,6,2
134,4950,8,10
2050,766,4,5
3209,2178,10,6
4225,4170,7,10
620,620,6,9
1222,1222,6,1
722,2247,8,7
2595,2595,9,5
1056,1056,4,10
3254,3254,1,5
4197,918,9,6
2615,2615,9,2
4707,4707,4,10
4418,1770,3,10
868,4880,4,3
1177,4560,9,1
2986,4231,8,5
1987,1987,8,7
3912,3912,7,1
1165,1165,8,3
4326,4326,5,3
1867,3603,9,1
1520,4737,7,1
3054,3054,8,3
620,620,4,7
1911,3571,5,10
4097,380,8,5
2685,923,7,6
4448,53,6,10
2421,4269,4,2
2953,2891,10,5
4701,4701,6,3
2271,975,3,10
1024,4073,6,5
1335,2477,8,6
518,4710,10,6
1940,2921,6,1
4697,4697,9,3
1425,4018,10,9
4113,3186,2,1
2615,268,1,2
1049,3072,8,5
3035,374,8,2
3507,810,7,3
3684,3684,2,5
1904,3883,8,10
4707,207,7,10
2240,3749,7,5
2953,3901,3,4
3789,4171,4,9
3861,3861,4,8
3555,2388,3,2
2872,2112,9,4
2858,2826,10,4
4979,4979,5,8
4693,4693,6,10
1177,619,7,1
3146,3146,5,5
3550,2086,5,9
3507,431,7,3
3697,3697,4,5
3477,1885,7,6
4642,4642,9,5
3322,2586,5,8
1049,419,4,3
3752,450,3,9
2272,3590,4,3
1098,1098,3,10
3646,2064,6,8
4814,4814,9,9
2289,1369,6,9
492,3839,8,7
4707,4548,10,5
4531,2391,7,1
434,434,8,3
2139,2139,10,2
3909,2444,4,6
2858,1013,5,10
2236,3362,4,3
868,868,1,3
184,1606,2,8
1600,1600,9,1
2165,2165,6,9
4693,4693,1,4
974,974,10,1
4941,4941,6,10
1049,3806,4,8
2240,2928,6,8
3229,386,5,8
2713,4673,3,9
1374,1374,7,10
2139,4430,9,6
4597,2177,3,5
3477,3865,10,10
1553,2584,2,8
3431,4774,10,4
2816,2455,7,2
3789,3789,9,10
1202,2935,3,6
1871,1871,5,1
242,93,10,2
682,1592,2,5
2448,2448,4,7
2559,4154,6,7
792,3376,3,6
1560,1560,3,4
2329,2522,8,1
1049,1049,8,1
3541,77,3,9
1024,1024,8,1
2794,3947,2,5
3930,3930,5,2
2673,1284,5,2
4553,4553,7,9
2139,4586,6,4
4320,43,6,6
706,626,6,9
2559,953,6,5
1049,1049,1,1
4247,673,2,4
1685,3963,8,3
3909,661,7,4
3438,231,10,4
3274,3274,4,6
620,1532,4,2
4225,1204,8,2
1049,1681,1,7
14,3514,2,2
2780,2780,3,9
4707,3489,8,1
942,942,2,5
59,1957,5,2
2281,2631,5,6
389,389,10,1
1892,0,4,1
2436,3338,4,5
326,4626,7,2
2816,2665,8,1
4895,4895,7,3
4210,3740,3,3
2595,225,1,2
3491,2993,10,3
938,938,8,2
2958,2489,1,6
3880,3880,3,4
1478,4824,8,7
1685,4099,2,10
3789,3789,4,1
389,4537,10,4
389,3728,7,7
2141,780,7,3
3318,3318,5,3
830,2952,7,1
2166,2166,7,5
1049,3289,3,6
4057,201,3,4
4332,1524,1,7
3670,3670,3,9
3035,3503,2,1
1677,3048,9,9
1532,827,7,4
2139,3286,10,3
704,704,4,6
3083,3097,10,1
2291,2782,3,3
3848,143,6,7
3506,2520,1,9
830,830,9,9
3548,3548,3,5
17,17,5,4
14,14,8,10
2183,1594,8,3
3510,429,10,8
4642,1819,5,6
17,193,6,2
2287,843,9,5
4296,4671,1,1
2289,2289,3,1
4097,4097,9,2
1060,1060,5,3
4575,1109,2,4
3824,4186,4,3
3230,4123,3,10
3869,2159,7,9
17,3834,4,5
2139,1430,6,7
3195,651,3,1
3140,3140,9,3
488,205,6,1
2193,1636,7,4
2345,1992,10,8
1700,2804,5,10
3081,3215,5,8
2964,3652,2,7
2458,1587,6,3
2225,1907,8,1
4707,1597,2,3
3615,3873,9,4
2951,909,2,6
2485,2626,7,8
312,3052,9,2
2247,2247,4,2
4228,1205,5,7
4943,4190,9,1
297,1377,3,2
2817,2817,6,5
1871,1871,6,3
3953,3339,8,1
3650,1515,10,4
4802,3577,3,7
2008,3386,9,3
496,4444,1,1
2195,2195,2,1
3155,3238,2,1
1049,3310,8,10
4566,2133,9,8
1425,1667,3,3
1049,2712,7,3
440,440,10,1
752,752,1,7
4747,1620,7,8
2570,1169,4,7
3930,3930,7,1
3883,3883,1,4
3254,1654,7,1
1425,2842,2,10
2139,4777,4,9
4707,4707,8,5
2417,262,1,8
2139,2139,10,6
2816,4027,9,5
3789,3789,10,5
4618,1071,9,8
3046,3046,8,3
868,4241,10,8
2139,3798,4,4
3784,3945,2,3
2690,4892,1,3
1049,89,7,3
2139,3124,8,8
1443,4338,10,7
1646,2218,7,10
1698,1698,10,9
2831,2831,6,6
2644,1311,9,6
2139,2139,6,3
457,679,1,7
4452,4452,6,10
4750,708,10,8
868,868,8,2
4550,4550,8,6
543,2009,8,7
4575,1467,4,1
4653,2676,5,6
440,3894,5,6
3895,4536,1,2
2291,3605,5,7
2194,751,8,6
3286,3460,6,7
3140,4226,6,10
824,1601,3,6
3371,2790,2,2
4097,4097,3,4
722,4213,1,3
2198,2198,5,7
906,906,5,5
2139,2748,10,10
4448,4448,2,2
2235,2235,5,10
518,3711,10,9
1552,1552,7,8
2149,808,4,1
3432,2494,1,7
829,2912,1,6
2642,2642,2,7
1351,1351,8,1
2171,4904,6,1
838,838,2,2
3924,3433,1,5
285,1308,6,3
1579,4024,2,2
3035,3035,6,9
830,830,3,9
1049,2645,8,5
1324,4309,9,1
1378,1378,4,4
4642,1391,2,5
336,683,2,7
1049,1049,9,6
538,2492,10,9
3233,3423,9,5
1972,4036,8,6
2692,1616,1,3
1049,1049,4,9
3693,4954,6,1
3379,3587,7,8
3314,1186,2,8
2141,2141,7,5
2313,3543,7,8
1504,1481,10,10
1685,349,4,8
3738,3738,2,1
3998,4682,5,7
1553,2196,1,7
2139,2114,4,3
2329,676,3,3
1382,1382,9,4
3697,3697,4,5
3395,2266,6,1
4319,4319,3,3
4151,4919,3,8
4488,2557,3,8
2794,2339,2,4
752,752,3,9
4851,4851,2,8
3246,3246,8,6
2092,2092,6,4
4599,4599,1,4
2958,2958,4,6
3784,3784,6,6
2139,677,9,10
1049,1808,4,7
1140,2382,3,8
2953,1919,5,8
2139,1193,8,7
186,186,8,8
2198,2742,4,1
353,159,2,7
2083,2083,1,6
266,1812,9,10
1379,2493,2,2
1453,3857,9,9
4642,1087,1,1
4457,4457,3,2
4448,4448,6,5
4641,2085,9,8
186,3282,6,4
3308,3308,5,1
889,2343,2,3
3037,24,8,3
3279,2358,2,8
3937,3937,5,6
967,1928,8,2
3283,1011,4,7
2845,1251,2,6
950,950,6,1
208,4703,8,9
167,3235,10,9
266,3578,8,6
2872,1139,3,3
4373,136,2,3
1279,3532,5,6
4029,1711,1,6
355,355,8,10
4163,1404,2,6
1244,2252,6,8
3546,3639,8,2
524,128,7,6
880,4716,8,3
1062,4522,2,9
1492,3619,5,6
2139,4794,6,4
4085,4085,7,1
4943,4943,10,9
620,620,9,5
2525,2525,8,8
3470,1971,4,6
1871,4214,3,10
4216,4514,10,3
3294,1254,3,1
1717,1717,3,4
2388,3202,3,3
620,4174,4,7
463,4144,10,8
906,906,10,1
370,370,9,6
511,511,10,8
240,4011,7,7
3281,3281,4,10
2907,4000,2,2
34,34,1,5
2022,2022,9,5
1365,3512,9,4
4943,670,6,4
1049,2818,4,5
3943,308,7,3
3789,3789,4,2
3541,3780,5,2
3550,959,5,8
2383,2181,3,3
2122,339,2,10
3470,3732,6,6
2381,2381,4,9
4433,4781,5,9
42,42,8,1
4412,4412,8,8
4015,467,2,9
1049,3536,6,10
2349,2349,6,9
19,3368,3,3
1049,404,9,5
4707,2944,4,7
2279,2014,2,3
3716,2539,4,1
1049,1768,6,5
4657,3157,10,2
4097,1451,5,3
4151,3413,7,4
1761,4980,3,4
3679,2344,2,7
3140,4122,1,6
621,3206,2,3
389,2752,6,5
4642,4642,10,9
3546,4248,3,3
4642,1785,7,9
4688,4752,7,7
1595,1595,5,5
772,234,5,5
3186,3186,2,5
2874,1726,6,3
1915,3150,5,10
14,14,10,5
1994,1994,4,2
1237,4179,3,6
1338,1338,9,3
2448,4499,5,1
974,974,10,7
1378,1893,9,4
2816,1198,10,7
416,416,4,2
2515,614,7,2
3253,4881,5,9
3197,3328,5,9
1049,1049,3,4
3551,2843,7,7
272,873,1,10
4646,2117,1,6
2861,3770,2,6
1894,1894,5,3
3497,3497,8,9
1049,1049,7,6
759,2901,2,2
853,91,7,7
3880,1602,6,10
3787,2285,2,9
2964,3683,10,5
353,353,1,4
2340,4977,8,7
434,434,7,7
1553,2158,5,9
3550,1057,4,1
2824,2824,9,1
2322,16,1,10
4955,4955,5,7
4369,1712,2,6
1384,1384,10,2
2809,4491,6,1
868,2253,9,7
2900,32,6,6
4943,2131,1,2
2951,2951,10,5
3939,3939,7,10
1501,1501,6,9
1685,1685,10,4
3930,3930,1,3
1646,1530,1,8
2273,2482,1,8
436,436,10,4
10,10,10,8
242,242,6,7
4642,4588,9,3
2323,2323,1,9
4832,1886,10,3
1685,1685,7,9
139,4670,3,6
4464,4464,9,6
4688,3483,6,8
615,615,2,6
3697,3697,7,7
4707,3120,2,6
2141,2141,2,5
4293,3941,3,1
2055,3350,1,5
1425,3439,8,4
2831,4510,8,6
4097,1878,5,5
3347,3347,9,9
4707,4707,10,1
3693,3693,6,8
1409,936,9,10
2951,2018,1,10
3510,3510,7,8
1232,4062,3,9
4722,4722,1,9
429,429,5,5
2500,2500,9,8
3106,2244,5,4
3674,3674,5,4
2728,3479,8,1
4384,4384,9,3
3186,3186,5,4
3153,3153,4,4
1672,4956,9,8
4653,4653,5,9
14,2090,4,4
3361,4323,10,6
1221,3033,3,3
3253,1164,5,5
269,269,5,2
621,4101,10,3
1081,561,5,7
4642,4642,8,10
4121,33,9,10
2839,3666,10,9
2020,4110,9,6
3049,1213,10,1
2953,2770,7,8
2676,3472,9,6
2345,4542,8,4
3146,150,2,5
4707,4707,1,2
1987,1987,7,2
389,877,4,9
1652,934,5,7
1579,3651,2,5
854,854,6,1
1049,3613,8,6
3154,2819,4,9
2845,2845,8,6
2928,2722,8,7
2235,3691,10,2
4421,1629,1,4
290,2423,7,1
1049,4810,1,4
4254,4455,4,4
2809,585,4,3
1049,1188,9,10
4151,282,9,1
419,3820,2,2
1183,1974,7,2
355,355,3,7
1126,4911,7,8
1281,1281,9,3
3036,415,10,10
2139,1863,10,4
2055,3564,1,8
1437,178,1,3
2143,2143,6,8
3880,1658,9,10
3254,1368,8,5
3406,3406,7,1
4356,4356,10,5
891,2005,4,5
1429,1999,6,1
3789,1444,1,6
4457,1985,5,5
2345,2345,4,3
1470,1470,2,1
1515,27,9,9
688,4291,1,7
193,3771,10,4
312,917,4,3
2552,2552,9,9
786,4416,9,1
1049,3302,4,3
906,3396,7,6
4273,4273,6,7
1330,3329,10,7
4413,4906,4,7
4969,4557,2,1
334,4765,3,7
1973,4401,2,5
4622,2750,2,10
434,1718,7,4
902,902,8,4
777,4068,2,4
1134,1134,9,4
2504,2504,3,6
3083,3083,4,4
2223,3443,10,5
3146,3146,10,1
3088,3088,9,5
4707,4707,9,8
2702,4032,2,2
14,2680,7,10
4097,2316,8,3
1049,2740,5,1
1136,3429,10,1
3481,2002,6,3
1534,2495,8,8
445,445,3,2
3074,4903,7,7
1685,1685,10,10
1588,1588,1,7
1049,249,1,7
700,2667,2,3
1049,4361,7,3
3331,3918,1,3
1392,1392,8,5
4536,4536,4,3
1864,4238,4,4
4001,2574,6,9
3793,4080,2,5
3998,4434,1,3
3344,3344,1,6
849,849,3,1
2139,2139,7,8
847,1474,9,3
4765,4395,1,8
2022,2022,5,2
348,3184,1,9
2064,2064,1,2
297,1931,7,3
906,2261,1,9
3891,4768,10,3
3091,430,1,10
4460,4735,7,7
3789,3789,7,5
4245,3107,7,1
389,389,7,3
3000,3183,7,6
968,703,1,7
2296,2296,3,10
3331,448,2,3
4597,4597,8,3
849,3624,2,7
3847,2353,1,3
682,682,2,8
4653,4653,3,6
3546,3546,1,2
2783,2783,3,8
2986,4997,3,6
906,3574,8,3
849,4899,8,5
4599,63,6,3
2289,857,9,1
60,60,1,7
3453,330,8,4
14,3145,8,7
1501,4167,6,6
3215,3215,2,3
830,580,8,4
1725,3119,8,10
4258,1633,6,7
4755,324,9,4
4688,1432,10,9
144,144,5,10
3880,4860,1,9
1724,1724,5,8
3674,3169,8,4
215,2303,1,10
1833,2814,2,9
4258,2398,7,5
334,3185,1,3
2024,2024,1,2
847,2213,9,1
4523,3694,6,2
57,2461,1,5
2154,928,4,2
356,3925,5,10
2139,3397,4,1
3546,574,4,8
2139,2139,5,1
1385,1385,1,2
2985,3983,10,8
2563,2563,10,2
1553,1553,10,2
3111,3111,5,3
4501,4526,6,4
2034,2445,10,6
2872,1506,8,5
768,4371,8,1
824,1903,5,9
3510,1856,6,8
1871,878,3,6
3674,2101,9,2
355,4331,4,6
1553,245,2,9
4447,4447,9,6
1049,1288,9,3
3427,2681,3,1
1807,1807,1,9
4707,4707,3,8
1049,4454,7,7
4597,3816,2,9
947,947,5,6
17,763,1,1
3496,4978,1,1
2132,3936,8,7
795,2556,6,1
1049,652,10,5
2426,3919,1,3
2421,275,3,4
722,2620,5,1
2343,547,3,3
2291,191,9,6
2289,2289,10,7
115,2394,4,9
3261,4897,4,4
2958,418,9,9
3062,4120,2,2
3327,3327,9,5
4707,2982,6,2
4642,4642,1,9
3555,129,8,3
3406,4363,1,6
331,331,6,4
3771,4616,9,8
1049,4261,4,9
242,1778,5,3
4642,3844,2,6
3477,1493,6,3
1605,2633,4,8
1049,3623,6,8
1060,3826,7,8
208,208,10,7
4466,4466,10,3
4642,4313,7,6
4332,2169,6,6
3146,3146,1,4
1049,3012,9,10
34,4394,4,4
906,906,9,1
2972,367,6,5
3752,1472,10,8
2422,2641,10,7
749,393,5,6
331,544,5,9
324,324,5,3
4879,2805,1,1
2156,4803,7,10
2139,3898,8,1
3848,978,1,3
2289,4408,8,10
4599,933,1,3
3229,4386,3,3
1605,1696,8,3
1437,1437,10,9
3505,1691,8,8
2782,2782,2,9
2831,2831,3,7
3880,2082,4,1
2139,976,6,10
3617,3700,2,3
2845,2845,3,2
4898,4898,7,2
1049,823,10,4
2816,2816,4,2
1049,2441,7,6
2958,2958,8,8
326,3837,1,8
4225,4225,4,3
706,706,7,8
4307,194,7,3
3347,3347,9,2
2362,2362,3,6
2221,660,8,2
568,3810,10,6
242,4446,3,2
706,3927,1,10
1441,4366,7,4
3669,581,3,7
2559,3275,4,6
1553,81,8,4
1389,4425,1,7
4448,8,1,7
60,3682,3,7
650,650,8,9
2322,256,4,6
10,10,3,8
1592,1592,7,6
4575,4469,5,6
4386,4677,10,1
1543,994,3,2
2098,577,3,1
906,2987,3,2
1279,2789,5,5
2816,2377,9,1
2911,4423,3,10
2140,1565,4,8
1049,1642,4,4
2981,2041,6,10
4357,4357,5,6
4981,2877,6,4
4597,187,1,7
1142,3343,7,2
4930,4930,7,3
1049,214,5,2
4345,1569,4,3
1049,4868,2,6
1356,3553,1,3
269,1454,7,9
63,977,8,6
331,3462,10,5
3146,1814,6,10
803,887,10,1
4225,737,9,5
3697,2479,3,6
738,738,7,3
331,1063,8,4
4002,1305,10,6
2801,368,9,3
4277,3130,10,3
1049,4684,9,9
1049,1049,7,1
1233,1233,1,8
1001,4811,3,3
2809,432,7,9
2269,2269,1,10
2141,1759,8,2
4751,4751,6,8
613,3417,3,8
2139,3167,10,3
532,4787,4,2
175,1025,4,4
1049,1049,7,8
3146,3364,10,6
4692,563,5,5
2565,4624,7,9
3505,4876,1,3
3569,3569,8,5
1396,4038,3,6
3215,3215,4,5
2648,1163,9,4
1717,1079,10,9
17,685,8,10
1685,1685,10,3
2733,4732,7,6
438,1522,6,1
4319,1947,4,4
3677,924,9,2
4119,4119,10,6
3697,460,9,1
518,2666,8,7
389,2418,7,10
2523,2687,3,6
294,840,2,4
3027,1439,6,7
4400,4379,1,10
724,1223,3,8
1049,2278,4,9
1000,1000,3,3
2008,4473,10,3
4151,4151,8,6
950,950,3,7
4779,1510,4,3
2415,719,5,5
2235,1583,6,9
485,485,8,2
4597,4397,8,2
2386,4095,8,4
2184,4731,8,5
2083,3938,7,4
17,2449,6,6
1409,1409,10,10
2068,3920,9,7
2058,2058,2,3
1509,3841,8,2
801,2257,8,9
1674,18,5,1
1553,1909,1,3
2323,2323,7,9
2291,2089,6,4
4661,4661,8,3
1169,1169,10,1
4575,3976,6,5
4431,4431,3,4
3253,4424,2,4
4642,4145,7,2
4763,1975,5,5
4484,3401,10,5
4642,4630,5,5
786,1035,3,10
4895,2400,6,2
1301,3866,7,1
3140,4627,9,3
1049,3398,9,9
1049,1049,4,1
4240,309,4,2
1214,1214,10,8
693,693,3,4
297,4694,6,3
979,3494,3,2
3930,4502,7,4
4818,558,6,7
930,2772,2,3
326,3886,6,8
2230,2230,1,1
4926,2124,5,5
1049,1049,2,1
950,1135,4,7
1060,2137,5,5
389,389,6,1
1049,2995,9,1
1049,3609,9,1
2792,2245,4,10
749,4612,10,4
1044,4923,2,9
1049,1049,6,9
1871,1871,5,7
4821,4184,2,2
242,2922,2,1
2139,3078,6,4
2854,2854,6,2
1491,1491,1,1
3035,103,4,7
1355,2129,2,9
2528,4148,10,7
3347,3905,8,10
1560,2675,3,9
3933,41,3,7
4374,4374,9,4
4386,2699,2,4
2315,2315,8,9
4357,1438,9,7
313,3628,2,2
4697,1329,7,2
4707,4707,9,2
2816,1648,3,3
2139,814,10,3
746,746,3,7
3209,2534,2,4
389,2268,2,6
4969,4969,4,4
1453,4836,9,8
3114,3093,3,4
94,2180,8,7
984,3520,1,10
4540,867,8,8
3932,3932,9,7
1707,3082,8,9
1520,2370,7,2
620,2612,2,7
2826,4358,9,4
2559,582,5,2
331,1445,9,6
389,2197,2,10
2958,2958,3,7
620,1615,1,7
820,1650,6,1
450,450,1,1
14,4242,1,7
1478,2026,8,4
4693,227,3,3
4506,3774,10,5
17,17,8,1
3184,833,6,3
4810,3686,9,7
3781,138,7,4
428,428,1,1
1824,1824,3,9
1201,2069,9,3
342,342,1,8
4901,4901,4,1
1361,1361,3,6
3525,284,1,10
1199,1250,2,3
3140,2265,2,7
606,2688,3,5
3645,3645,10,6
1424,3414,9,5
1049,1496,2,2
1081,987,9,8
434,1653,3,5
3550,2567,6,3
1603,4153,8,3
1767,1641,10,3
3481,3481,5,8
2291,2731,5,9
3317,2960,2,5
918,918,4,5
3314,2533,10,7
1190,2886,6,3
2359,2983,2,6
4757,4757,6,8
847,847,10,2
4017,4017,2,1
4387,4387,7,6
2381,4676,7,10
1133,1161,10,10
3589,3589,4,5
2075,2075,1,5
706,747,6,6
1363,3556,2,5
2762,2762,8,5
2754,4009,7,2
1121,1121,10,5
2559,2559,5,10
1049,1049,8,4
3878,229,5,5
4298,2057,1,2
2161,2231,1,6
961,2093,3,10
2362,433,10,5
4550,4937,2,7
85,85,5,9
3035,2663,3,2
746,1239,5,6
1095,1095,2,2
968,982,2,10
1845,1729,1,5
4688,4688,4,2
4642,2312,2,6
4335,2532,4,2
3555,3555,1,8
4057,4057,3,3
2692,4959,2,2
1832,1832,7,4
628,4699,10,7
3406,3406,9,2
3803,2915,7,6
2893,3804,1,7
3789,3789,3,7
1592,2649,9,3
2809,3767,9,4
2522,3063,6,5
2139,2139,7,3
3518,4666,3,2
2653,2653,1,10
2461,2461,9,2
242,4402,7,7
1279,745,4,10
2698,2698,7,1
2183,920,2,5
60,1933,6,6
3789,4130,8,5
2816,2816,6,5
1894,1263,10,7
3395,3395,7,3
1939,1253,10,2
526,526,9,8
3697,3697,4,9
14,14,5,7
686,686,1,6
2690,3257,3,8
2586,2586,7,2
3411,1118,3,2
1652,1846,9,4
1553,1247,9,6
17,3897,7,9
3782,3782,3,3
12,743,9,3
3784,4861,8,7
1177,2524,3,8
2823,1898,5,1
4029,3181,9,7
1553,1553,2,6
1400,1400,1,6
2139,4719,3,4
5,851,8,5
4314,1390,3,4
2008,1043,7,9
1955,1955,6,8
662,662,10,10
3214,3214,9,6
1553,1045,7,5
4642,3203,9,1
749,749,2,9
1574,1607,7,5
4707,2222,6,4
2500,1669,7,10
3298,1197,6,5
3892,307,1,4
2289,956,1,5
766,2111,9,6
3930,1074,5,4
2016,4494,5,9
2139,2139,6,8
4801,2969,8,6
801,836,7,9
4373,969,9,1
2831,609,2,7
4642,4052,6,1
3518,3518,5,10
1126,1692,7,3
3593,1228,9,2
3253,3253,7,5
3880,4791,4,7
4693,4893,9,3
2162,2414,10,3
3646,441,4,2
4575,4575,8,7
3259,3259,4,10
3789,4549,2,7
4352,303,4,8
3555,3555,9,1
1245,4264,2,4
1871,3210,5,1
4056,4056,2,2
902,2634,8,4
2553,4847,8,10
1703,913,7,4
389,3545,6,8
2141,2141,9,5
4292,2091,9,6
4507,1754,7,5
2328,383,8,4
1761,3451,8,9
3546,1621,4,2
3798,92,9,1
